"Statistic Label","Year","Commodity Group","UNIT","VALUE"
"Harmonised Index of Consumer Prices","2021","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","Base 2015=100","102.2"
"Harmonised Index of Consumer Prices","2021","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","Base 2015=100","115.5"
"Harmonised Index of Consumer Prices","2021","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","Base 2015=100","74"
"Harmonised Index of Consumer Prices","2021","Water supply (COICOP 04.4.1)","Base 2015=100","0"
"Harmonised Index of Consumer Prices","2021","Refuse collection (COICOP 04.4.2)","Base 2015=100","102.8"
"Harmonised Index of Consumer Prices","2021","Sewerage collection (COICOP 04.4.3)","Base 2015=100","0"
"Harmonised Index of Consumer Prices","2021","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","Base 2015=100","110.9"
"Harmonised Index of Consumer Prices","2021","Electricity, gas and other fuels (COICOP 04.5)","Base 2015=100","113"
"Harmonised Index of Consumer Prices","2021","Electricity (COICOP 04.5.1)","Base 2015=100","119"
"Harmonised Index of Consumer Prices","2021","Gas (COICOP 04.5.2)","Base 2015=100","110.2"
"Harmonised Index of Consumer Prices","2021","Liquid fuels (COICOP 04.5.3)","Base 2015=100","108.4"
"Harmonised Index of Consumer Prices","2021","Solid fuels (COICOP 04.5.4)","Base 2015=100","108.4"
"Harmonised Index of Consumer Prices","2021","Heat energy (COICOP 04.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Furnishings, household equipment and routine household maintenance (COICOP 05)","Base 2015=100","83.3"
"Harmonised Index of Consumer Prices","2021","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","Base 2015=100","76.1"
"Harmonised Index of Consumer Prices","2021","Furniture and furnishings (COICOP 05.1.1)","Base 2015=100","75.7"
"Harmonised Index of Consumer Prices","2021","Carpets and other floor coverings (COICOP 05.1.2)","Base 2015=100","96.9"
"Harmonised Index of Consumer Prices","2021","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Household textiles (COICOP 05.2)","Base 2015=100","63.2"
"Harmonised Index of Consumer Prices","2021","Household appliances (COICOP 05.3)","Base 2015=100","91.1"
"Harmonised Index of Consumer Prices","2021","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","Base 2015=100","90.4"
"Harmonised Index of Consumer Prices","2021","Repair of household appliances (COICOP 05.3.3)","Base 2015=100","102.2"
"Harmonised Index of Consumer Prices","2021","Glassware, tableware and household utensils (COICOP 05.4)","Base 2015=100","76.3"
"Harmonised Index of Consumer Prices","2021","Tools and equipment for house and garden (COICOP 05.5)","Base 2015=100","85.7"
"Harmonised Index of Consumer Prices","2021","Goods and services for routine household maintenance (COICOP 05.6)","Base 2015=100","91.8"
"Harmonised Index of Consumer Prices","2021","Non-durable household goods (COICOP 05.6.1)","Base 2015=100","67.4"
"Harmonised Index of Consumer Prices","2021","Domestic services and household services (COICOP 05.6.2)","Base 2015=100","120.3"
"Harmonised Index of Consumer Prices","2021","Health (COICOP 06)","Base 2015=100","107.8"
"Harmonised Index of Consumer Prices","2021","Medical products, appliances and equipment (COICOP 06.1)","Base 2015=100","96.2"
"Harmonised Index of Consumer Prices","2021","Pharmaceutical products (COICOP 06.1.1)","Base 2015=100","95"
"Harmonised Index of Consumer Prices","2021","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","Base 2015=100","101.5"
"Harmonised Index of Consumer Prices","2021","Out-patient services (COICOP 06.2)","Base 2015=100","115.2"
"Harmonised Index of Consumer Prices","2021","Medical services and paramedical services (COICOP 06.2.1_3)","Base 2015=100","115.7"
"Harmonised Index of Consumer Prices","2021","Dental services (COICOP 06.2.2)","Base 2015=100","114.2"
"Harmonised Index of Consumer Prices","2021","Hospital services (COICOP 06.3)","Base 2015=100","107.3"
"Harmonised Index of Consumer Prices","2021","Transport (COICOP 07)","Base 2015=100","104.2"
"Harmonised Index of Consumer Prices","2021","Purchase of vehicles (COICOP 07.1)","Base 2015=100","99.9"
"Harmonised Index of Consumer Prices","2021","Motor cars (COICOP 07.1.1)","Base 2015=100","99.9"
"Harmonised Index of Consumer Prices","2021","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","Base 2015=100","98.1"
"Harmonised Index of Consumer Prices","2021","Operation of personal transport equipment (COICOP 07.2)","Base 2015=100","110.9"
"Harmonised Index of Consumer Prices","2021","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","Base 2015=100","106.3"
"Harmonised Index of Consumer Prices","2021","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","Base 2015=100","112.5"
"Harmonised Index of Consumer Prices","2021","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","Base 2015=100","106.4"
"Harmonised Index of Consumer Prices","2021","Other services in respect of personal transport equipment (COICOP 07.2.4)","Base 2015=100","114.8"
"Harmonised Index of Consumer Prices","2021","Transport services (COICOP 07.3)","Base 2015=100","90.8"
"Harmonised Index of Consumer Prices","2021","Passenger transport by railway (COICOP 07.3.1)","Base 2015=100","107.2"
"Harmonised Index of Consumer Prices","2021","Passenger transport by road (COICOP 07.3.2)","Base 2015=100","104.2"
"Harmonised Index of Consumer Prices","2021","Passenger transport by air (COICOP 07.3.3)","Base 2015=100","76.1"
"Harmonised Index of Consumer Prices","2021","Passenger transport by sea and inland waterway (COICOP 07.3.4)","Base 2015=100","136.2"
"Harmonised Index of Consumer Prices","2021","Combined passenger transport (COICOP 07.3.5)","Base 2015=100","101.6"
"Harmonised Index of Consumer Prices","2021","Other purchased transport services (COICOP 07.3.6)","Base 2015=100","119.4"
"Harmonised Index of Consumer Prices","2021","Communications (COICOP 08)","Base 2015=100","86.4"
"Harmonised Index of Consumer Prices","2021","Postal services (COICOP 08.1)","Base 2015=100","134.6"
"Harmonised Index of Consumer Prices","2021","Telephone and telefax equipment and services (COICOP 08.2_3)","Base 2015=100","84.5"
"Harmonised Index of Consumer Prices","2021","Recreation and culture (COICOP 09)","Base 2015=100","99.1"
"Harmonised Index of Consumer Prices","2021","Audio-visual, photographic and information processing equipment (COICOP 09.1)","Base 2015=100","56.6"
"Harmonised Index of Consumer Prices","2021","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","Base 2015=100","55"
"Harmonised Index of Consumer Prices","2021","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Information processing equipment (COICOP 09.1.3)","Base 2015=100","31.7"
"Harmonised Index of Consumer Prices","2021","Recording media (COICOP 09.1.4)","Base 2015=100","83.9"
"Harmonised Index of Consumer Prices","2021","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","Base 2015=100","99.8"
"Harmonised Index of Consumer Prices","2021","Other major durables for recreation and culture (COICOP 09.2)","Base 2015=100","100.5"
"Harmonised Index of Consumer Prices","2021","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","Base 2015=100","100.5"
"Harmonised Index of Consumer Prices","2021","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Other recreational items and equipment, gardens and pets (COICOP 09.3)","Base 2015=100","74.6"
"Harmonised Index of Consumer Prices","2021","Games, toys and hobbies (COICOP 09.3.1)","Base 2015=100","63.9"
"Harmonised Index of Consumer Prices","2021","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","Base 2015=100","65.4"
"Harmonised Index of Consumer Prices","2021","Gardens, plants and flowers (COICOP 09.3.3)","Base 2015=100","72.9"
"Harmonised Index of Consumer Prices","2021","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","Base 2015=100","103.4"
"Harmonised Index of Consumer Prices","2021","Recreational and cultural services (COICOP 09.4)","Base 2015=100","109.8"
"Harmonised Index of Consumer Prices","2021","Recreational and sporting services (COICOP 09.4.1)","Base 2015=100","119.1"
"Harmonised Index of Consumer Prices","2021","Cultural services (COICOP 09.4.2)","Base 2015=100","103.3"
"Harmonised Index of Consumer Prices","2021","Newspapers, books and stationery (COICOP 09.5)","Base 2015=100","106.6"
"Harmonised Index of Consumer Prices","2021","Books (COICOP 09.5.1)","Base 2015=100","106"
"Harmonised Index of Consumer Prices","2021","Newspapers and periodicals (COICOP 09.5.2)","Base 2015=100","118.7"
"Harmonised Index of Consumer Prices","2021","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","Base 2015=100","92.9"
"Harmonised Index of Consumer Prices","2021","Package holidays (COICOP 09.6)","Base 2015=100","116.4"
"Harmonised Index of Consumer Prices","2021","Education (COICOP 10)","Base 2015=100","112.7"
"Harmonised Index of Consumer Prices","2021","Restaurants and hotels (COICOP 11)","Base 2015=100","114.4"
"Harmonised Index of Consumer Prices","2021","Catering services (COICOP 11.1)","Base 2015=100","113.7"
"Harmonised Index of Consumer Prices","2021","Restaurants, cafes and the like (COICOP 11.1.1)","Base 2015=100","114"
"Harmonised Index of Consumer Prices","2021","Canteens (COICOP 11.1.2)","Base 2015=100","108.6"
"Harmonised Index of Consumer Prices","2021","Accommodation services (COICOP 11.2)","Base 2015=100","122.8"
"Harmonised Index of Consumer Prices","2021","Miscellaneous goods and services (COICOP 12)","Base 2015=100","95.2"
"Harmonised Index of Consumer Prices","2021","Personal care (COICOP 12.1)","Base 2015=100","90.7"
"Harmonised Index of Consumer Prices","2021","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","Base 2015=100","116.8"
"Harmonised Index of Consumer Prices","2021","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","Base 2015=100","79.2"
"Harmonised Index of Consumer Prices","2021","Personal effects n.e.c. (COICOP 12.3)","Base 2015=100","63.2"
"Harmonised Index of Consumer Prices","2021","Jewellery, clocks and watches (COICOP 12.3.1)","Base 2015=100","76.3"
"Harmonised Index of Consumer Prices","2021","Other personal effects (COICOP 12.3.2)","Base 2015=100","53"
"Harmonised Index of Consumer Prices","2021","Social protection (COICOP 12.4)","Base 2015=100","110.6"
"Harmonised Index of Consumer Prices","2021","Insurance (COICOP 12.5)","Base 2015=100","112.1"
"Harmonised Index of Consumer Prices","2021","Insurance connected with the dwelling (COICOP 12.5.2)","Base 2015=100","84.9"
"Harmonised Index of Consumer Prices","2021","Insurance connected with health (COICOP 12.5.3)","Base 2015=100","121"
"Harmonised Index of Consumer Prices","2021","Insurance connected with transport (COICOP 12.5.4)","Base 2015=100","90.7"
"Harmonised Index of Consumer Prices","2021","Other insurance (COICOP 12.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Financial services n.e.c. (COICOP 12.6)","Base 2015=100","101.3"
"Harmonised Index of Consumer Prices","2021","Other services n.e.c. (COICOP 12.7)","Base 2015=100","107.6"
"Harmonised Index of Consumer Prices","2022","All-items HICP (COICOP 00)","Base 2015=100","112"
"Harmonised Index of Consumer Prices","2022","Food and non-alcoholic beverages (COICOP 01)","Base 2015=100","98.9"
"Harmonised Index of Consumer Prices","2022","Food (COICOP 01.1)","Base 2015=100","99"
"Harmonised Index of Consumer Prices","2022","Bread and cereals (COICOP 01.1.1)","Base 2015=100","99.9"
"Harmonised Index of Consumer Prices","2022","Meat (COICOP 01.1.2)","Base 2015=100","100.1"
"Harmonised Index of Consumer Prices","2022","Fish and seafood (COICOP 01.1.3)","Base 2015=100","98.1"
"Harmonised Index of Consumer Prices","2022","Milk, cheese and eggs (COICOP 01.1.4)","Base 2015=100","105"
"Harmonised Index of Consumer Prices","2022","Oils and fats (COICOP 01.1.5)","Base 2015=100","118.3"
"Harmonised Index of Consumer Prices","2022","Fruit (COICOP 01.1.6)","Base 2015=100","101.1"
"Harmonised Index of Consumer Prices","2022","Vegetables (COICOP 01.1.7)","Base 2015=100","96.9"
"Harmonised Index of Consumer Prices","2022","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","Base 2015=100","84.3"
"Harmonised Index of Consumer Prices","2022","Food products n.e.c. (COICOP 01.1.9)","Base 2015=100","99.9"
"Harmonised Index of Consumer Prices","2022","Non-alcoholic beverages (COICOP 01.2)","Base 2015=100","97.6"
"Harmonised Index of Consumer Prices","2022","Coffee, tea and cocoa (COICOP 01.2.1)","Base 2015=100","91"
"Harmonised Index of Consumer Prices","2022","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","Base 2015=100","100.3"
"Harmonised Index of Consumer Prices","2022","Alcoholic beverages, tobacco and narcotics (COICOP 02)","Base 2015=100","122.2"
"Harmonised Index of Consumer Prices","2022","Alcoholic beverages (COICOP 02.1)","Base 2015=100","98.6"
"Harmonised Index of Consumer Prices","2022","Spirits (COICOP 02.1.1)","Base 2015=100","112.6"
"Harmonised Index of Consumer Prices","2022","Wine (COICOP 02.1.2)","Base 2015=100","86.5"
"Harmonised Index of Consumer Prices","2022","Beer (COICOP 02.1.3)","Base 2015=100","110.5"
"Harmonised Index of Consumer Prices","2022","Tobacco (COICOP 02.2)","Base 2015=100","149.8"
"Harmonised Index of Consumer Prices","2022","Clothing and footwear (COICOP 03)","Base 2015=100","86.4"
"Harmonised Index of Consumer Prices","2022","Clothing (COICOP 03.1)","Base 2015=100","87.6"
"Harmonised Index of Consumer Prices","2022","Clothing materials (COICOP 03.1.1)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2022","Garments (COICOP 03.1.2)","Base 2015=100","87.3"
"Harmonised Index of Consumer Prices","2022","Other articles of clothing and clothing accessories (COICOP 03.1.3)","Base 2015=100","83.7"
"Harmonised Index of Consumer Prices","2022","Cleaning, repair and hire of clothing (COICOP 03.1.4)","Base 2015=100","112.1"
"Harmonised Index of Consumer Prices","2022","Footwear (COICOP 03.2)","Base 2015=100","80.6"
"Harmonised Index of Consumer Prices","2022","Housing, water, electricity, gas and other fuels (COICOP 04)","Base 2015=100","149.7"
"Harmonised Index of Consumer Prices","2022","Actual rentals for housing (COICOP 04.1)","Base 2015=100","146.9"
"Harmonised Index of Consumer Prices","2022","Maintenance and repair of the dwelling (COICOP 04.3)","Base 2015=100","116.7"
"Harmonised Index of Consumer Prices","2022","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","Base 2015=100","110.8"
"Harmonised Index of Consumer Prices","2022","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","Base 2015=100","119.4"
"Harmonised Index of Consumer Prices","2022","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","Base 2015=100","76.4"
"Harmonised Index of Consumer Prices","2022","Water supply (COICOP 04.4.1)","Base 2015=100","0"
"Harmonised Index of Consumer Prices","2022","Refuse collection (COICOP 04.4.2)","Base 2015=100","105"
"Harmonised Index of Consumer Prices","2022","Sewerage collection (COICOP 04.4.3)","Base 2015=100","0"
"Harmonised Index of Consumer Prices","2022","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","Base 2015=100","115.8"
"Harmonised Index of Consumer Prices","2022","Electricity, gas and other fuels (COICOP 04.5)","Base 2015=100","172"
"Harmonised Index of Consumer Prices","2022","Electricity (COICOP 04.5.1)","Base 2015=100","168.6"
"Harmonised Index of Consumer Prices","2022","Gas (COICOP 04.5.2)","Base 2015=100","174.9"
"Harmonised Index of Consumer Prices","2022","Liquid fuels (COICOP 04.5.3)","Base 2015=100","193.3"
"Harmonised Index of Consumer Prices","2022","Solid fuels (COICOP 04.5.4)","Base 2015=100","140.5"
"Harmonised Index of Consumer Prices","2022","Heat energy (COICOP 04.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2022","Furnishings, household equipment and routine household maintenance (COICOP 05)","Base 2015=100","86.2"
"Harmonised Index of Consumer Prices","2022","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","Base 2015=100","78.7"
"Harmonised Index of Consumer Prices","2022","Furniture and furnishings (COICOP 05.1.1)","Base 2015=100","78.2"
"Harmonised Index of Consumer Prices","2022","Carpets and other floor coverings (COICOP 05.1.2)","Base 2015=100","100.4"
"Harmonised Index of Consumer Prices","2022","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2022","Household textiles (COICOP 05.2)","Base 2015=100","59.4"
"Harmonised Index of Consumer Prices","2022","Household appliances (COICOP 05.3)","Base 2015=100","97.4"
"Harmonised Index of Consumer Prices","2022","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","Base 2015=100","97.1"
"Harmonised Index of Consumer Prices","2022","Repair of household appliances (COICOP 05.3.3)","Base 2015=100","102.4"
"Harmonised Index of Consumer Prices","2022","Glassware, tableware and household utensils (COICOP 05.4)","Base 2015=100","76.4"
"Harmonised Index of Consumer Prices","2022","Tools and equipment for house and garden (COICOP 05.5)","Base 2015=100","88.9"
"Harmonised Index of Consumer Prices","2022","Goods and services for routine household maintenance (COICOP 05.6)","Base 2015=100","96.8"
"Harmonised Index of Consumer Prices","2022","Non-durable household goods (COICOP 05.6.1)","Base 2015=100","72.6"
"Harmonised Index of Consumer Prices","2022","Domestic services and household services (COICOP 05.6.2)","Base 2015=100","124.2"
"Harmonised Index of Consumer Prices","2022","Health (COICOP 06)","Base 2015=100","108.5"
"Harmonised Index of Consumer Prices","2022","Medical products, appliances and equipment (COICOP 06.1)","Base 2015=100","94.9"
"Harmonised Index of Consumer Prices","2022","Pharmaceutical products (COICOP 06.1.1)","Base 2015=100","92.8"
"Harmonised Index of Consumer Prices","2022","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","Base 2015=100","104.7"
"Harmonised Index of Consumer Prices","2022","Out-patient services (COICOP 06.2)","Base 2015=100","118.1"
"Harmonised Index of Consumer Prices","2022","Medical services and paramedical services (COICOP 06.2.1_3)","Base 2015=100","118.6"
"Harmonised Index of Consumer Prices","2022","Dental services (COICOP 06.2.2)","Base 2015=100","116.9"
"Harmonised Index of Consumer Prices","2022","Hospital services (COICOP 06.3)","Base 2015=100","107.6"
"Harmonised Index of Consumer Prices","2022","Transport (COICOP 07)","Base 2015=100","118.9"
"Harmonised Index of Consumer Prices","2022","Purchase of vehicles (COICOP 07.1)","Base 2015=100","111"
"Harmonised Index of Consumer Prices","2022","Motor cars (COICOP 07.1.1)","Base 2015=100","111.2"
"Harmonised Index of Consumer Prices","2022","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","Base 2015=100","101.7"
"Harmonised Index of Consumer Prices","2022","Operation of personal transport equipment (COICOP 07.2)","Base 2015=100","134.2"
"Harmonised Index of Consumer Prices","2022","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","Base 2015=100","114"
"Harmonised Index of Consumer Prices","2022","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","Base 2015=100","143.5"
"Harmonised Index of Consumer Prices","2022","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","Base 2015=100","110.4"
"Harmonised Index of Consumer Prices","2022","Other services in respect of personal transport equipment (COICOP 07.2.4)","Base 2015=100","140.4"
"Harmonised Index of Consumer Prices","2022","Transport services (COICOP 07.3)","Base 2015=100","97"
"Harmonised Index of Consumer Prices","2022","Passenger transport by railway (COICOP 07.3.1)","Base 2015=100","92.5"
"Harmonised Index of Consumer Prices","2022","Passenger transport by road (COICOP 07.3.2)","Base 2015=100","91.2"
"Harmonised Index of Consumer Prices","2022","Passenger transport by air (COICOP 07.3.3)","Base 2015=100","98.9"
"Harmonised Index of Consumer Prices","2022","Passenger transport by sea and inland waterway (COICOP 07.3.4)","Base 2015=100","152.5"
"Harmonised Index of Consumer Prices","2022","Combined passenger transport (COICOP 07.3.5)","Base 2015=100","86"
"Harmonised Index of Consumer Prices","2022","Other purchased transport services (COICOP 07.3.6)","Base 2015=100","124"
"Harmonised Index of Consumer Prices","2022","Communications (COICOP 08)","Base 2015=100","88.9"
"Harmonised Index of Consumer Prices","2022","Postal services (COICOP 08.1)","Base 2015=100","148.9"
"Harmonised Index of Consumer Prices","2022","Telephone and telefax equipment and services (COICOP 08.2_3)","Base 2015=100","86.6"
"Harmonised Index of Consumer Prices","2022","Recreation and culture (COICOP 09)","Base 2015=100","101.7"
"Harmonised Index of Consumer Prices","2022","Audio-visual, photographic and information processing equipment (COICOP 09.1)","Base 2015=100","54.8"
"Harmonised Index of Consumer Prices","2022","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","Base 2015=100","54.7"
"Harmonised Index of Consumer Prices","2022","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2022","Information processing equipment (COICOP 09.1.3)","Base 2015=100","29.6"
"Harmonised Index of Consumer Prices","2022","Recording media (COICOP 09.1.4)","Base 2015=100","83.1"
"Harmonised Index of Consumer Prices","2022","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","Base 2015=100","100.3"
"Harmonised Index of Consumer Prices","2022","Other major durables for recreation and culture (COICOP 09.2)","Base 2015=100","103.8"
"Harmonised Index of Consumer Prices","2022","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","Base 2015=100","103.8"
"Harmonised Index of Consumer Prices","2022","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2022","Other recreational items and equipment, gardens and pets (COICOP 09.3)","Base 2015=100","76.3"
"Harmonised Index of Consumer Prices","2022","Games, toys and hobbies (COICOP 09.3.1)","Base 2015=100","61.2"
"Harmonised Index of Consumer Prices","2022","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","Base 2015=100","67"
"Harmonised Index of Consumer Prices","2022","Gardens, plants and flowers (COICOP 09.3.3)","Base 2015=100","73.8"
"Harmonised Index of Consumer Prices","2022","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","Base 2015=100","112.5"
"Harmonised Index of Consumer Prices","2022","Recreational and cultural services (COICOP 09.4)","Base 2015=100","112.4"
"Harmonised Index of Consumer Prices","2022","Recreational and sporting services (COICOP 09.4.1)","Base 2015=100","121.9"
"Harmonised Index of Consumer Prices","2022","Cultural services (COICOP 09.4.2)","Base 2015=100","105.8"
"Harmonised Index of Consumer Prices","2022","Newspapers, books and stationery (COICOP 09.5)","Base 2015=100","112.3"
"Harmonised Index of Consumer Prices","2022","Books (COICOP 09.5.1)","Base 2015=100","108.9"
"Harmonised Index of Consumer Prices","2022","Newspapers and periodicals (COICOP 09.5.2)","Base 2015=100","130"
"Harmonised Index of Consumer Prices","2022","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","Base 2015=100","94.8"
"Harmonised Index of Consumer Prices","2022","Package holidays (COICOP 09.6)","Base 2015=100","120.3"
"Harmonised Index of Consumer Prices","2022","Education (COICOP 10)","Base 2015=100","110.1"
"Harmonised Index of Consumer Prices","2022","Restaurants and hotels (COICOP 11)","Base 2015=100","121.2"
"Harmonised Index of Consumer Prices","2022","Catering services (COICOP 11.1)","Base 2015=100","118.8"
"Harmonised Index of Consumer Prices","2022","Restaurants, cafes and the like (COICOP 11.1.1)","Base 2015=100","119.2"
"Harmonised Index of Consumer Prices","2022","Canteens (COICOP 11.1.2)","Base 2015=100","109.3"
"Harmonised Index of Consumer Prices","2022","Accommodation services (COICOP 11.2)","Base 2015=100","144.7"
"Harmonised Index of Consumer Prices","2022","Miscellaneous goods and services (COICOP 12)","Base 2015=100","95.4"
"Harmonised Index of Consumer Prices","2022","Personal care (COICOP 12.1)","Base 2015=100","92.9"
"Harmonised Index of Consumer Prices","2022","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","Base 2015=100","121.4"
"Harmonised Index of Consumer Prices","2022","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","Base 2015=100","80.5"
"Harmonised Index of Consumer Prices","2022","Personal effects n.e.c. (COICOP 12.3)","Base 2015=100","58.1"
"Harmonised Index of Consumer Prices","2022","Jewellery, clocks and watches (COICOP 12.3.1)","Base 2015=100","66.5"
"Harmonised Index of Consumer Prices","2022","Other personal effects (COICOP 12.3.2)","Base 2015=100","52.2"
"Harmonised Index of Consumer Prices","2022","Social protection (COICOP 12.4)","Base 2015=100","111.7"
"Harmonised Index of Consumer Prices","2022","Insurance (COICOP 12.5)","Base 2015=100","109.3"
"Harmonised Index of Consumer Prices","2022","Insurance connected with the dwelling (COICOP 12.5.2)","Base 2015=100","91"
"Harmonised Index of Consumer Prices","2022","Insurance connected with health (COICOP 12.5.3)","Base 2015=100","120.3"
"Harmonised Index of Consumer Prices","2022","Insurance connected with transport (COICOP 12.5.4)","Base 2015=100","83.1"
"Harmonised Index of Consumer Prices","2022","Other insurance (COICOP 12.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2022","Financial services n.e.c. (COICOP 12.6)","Base 2015=100","101.8"
"Harmonised Index of Consumer Prices","2022","Other services n.e.c. (COICOP 12.7)","Base 2015=100","109.4"
"Harmonised Index of Consumer Prices","2023","All-items HICP (COICOP 00)","Base 2015=100","117.8"
"Harmonised Index of Consumer Prices","2023","Food and non-alcoholic beverages (COICOP 01)","Base 2015=100","108.6"
"Harmonised Index of Consumer Prices","2023","Food (COICOP 01.1)","Base 2015=100","108.6"
"Harmonised Index of Consumer Prices","2023","Bread and cereals (COICOP 01.1.1)","Base 2015=100","109.7"
"Harmonised Index of Consumer Prices","2023","Meat (COICOP 01.1.2)","Base 2015=100","108.7"
"Harmonised Index of Consumer Prices","2023","Fish and seafood (COICOP 01.1.3)","Base 2015=100","105.2"
"Harmonised Index of Consumer Prices","2023","Milk, cheese and eggs (COICOP 01.1.4)","Base 2015=100","116.7"
"Harmonised Index of Consumer Prices","2023","Oils and fats (COICOP 01.1.5)","Base 2015=100","131.3"
"Harmonised Index of Consumer Prices","2023","Fruit (COICOP 01.1.6)","Base 2015=100","108.2"
"Harmonised Index of Consumer Prices","2023","Vegetables (COICOP 01.1.7)","Base 2015=100","107.2"
"Harmonised Index of Consumer Prices","2023","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","Base 2015=100","94"
"Harmonised Index of Consumer Prices","2023","Food products n.e.c. (COICOP 01.1.9)","Base 2015=100","111.6"
"Harmonised Index of Consumer Prices","2023","Non-alcoholic beverages (COICOP 01.2)","Base 2015=100","108.8"
"Harmonised Index of Consumer Prices","2023","Coffee, tea and cocoa (COICOP 01.2.1)","Base 2015=100","99.5"
"Harmonised Index of Consumer Prices","2023","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","Base 2015=100","112.6"
"Harmonised Index of Consumer Prices","2023","Alcoholic beverages, tobacco and narcotics (COICOP 02)","Base 2015=100","127.8"
"Harmonised Index of Consumer Prices","2023","Alcoholic beverages (COICOP 02.1)","Base 2015=100","103.1"
"Harmonised Index of Consumer Prices","2023","Spirits (COICOP 02.1.1)","Base 2015=100","116.5"
"Harmonised Index of Consumer Prices","2023","Wine (COICOP 02.1.2)","Base 2015=100","89"
"Harmonised Index of Consumer Prices","2023","Beer (COICOP 02.1.3)","Base 2015=100","118.3"
"Harmonised Index of Consumer Prices","2023","Tobacco (COICOP 02.2)","Base 2015=100","157.6"
"Harmonised Index of Consumer Prices","2023","Clothing and footwear (COICOP 03)","Base 2015=100","89.3"
"Harmonised Index of Consumer Prices","2023","Clothing (COICOP 03.1)","Base 2015=100","90.4"
"Harmonised Index of Consumer Prices","2023","Clothing materials (COICOP 03.1.1)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2023","Garments (COICOP 03.1.2)","Base 2015=100","90.1"
"Harmonised Index of Consumer Prices","2023","Other articles of clothing and clothing accessories (COICOP 03.1.3)","Base 2015=100","85.8"
"Harmonised Index of Consumer Prices","2023","Cleaning, repair and hire of clothing (COICOP 03.1.4)","Base 2015=100","117.7"
